N,Integration Value
12200,3.14690781053692
12210,3.1301357770818696
12220,3.1303321807662874
12230,3.1330284387681973
12240,3.139942013737608
12250,3.147821937743037
12260,3.1356187281374917
12270,3.140650853973352
12280,3.147305046428726
12290,3.138143865057078
12300,3.1443007295560057
12310,3.1461836447870275
12320,3.141505986015878
12330,3.1471327933829247
12340,3.1440597286394922
12350,3.1452487438030903
12360,3.142383352551709
12370,3.146063504514794
12380,3.1333483779170064
12390,3.131625868672973
12400,3.1531652006793127
12410,3.1480869119759225
12420,3.1382857149981
12430,3.1419689258738397
12440,3.1405325195032994
12450,3.142761977352222
12460,3.144447391749688
12470,3.1332969087465945
12480,3.1428483250423374
12490,3.1413115670788283
12500,3.1472025741693703
12510,3.136606638287118
12520,3.136419056247975
12530,3.143271057391826
12540,3.1393081573260906
12550,3.130638367190226
12560,3.149337052174624
12570,3.133212401659825
12580,3.1411822552101003
12590,3.1415381597152
12600,3.14033816762449
12610,3.1507419762206608
12620,3.1325541561778296
12630,3.148117562852201
12640,3.1462255797293226
12650,3.1474626047834873
12660,3.1385823646917177
12670,3.1364145796454093
12680,3.148409708014855
12690,3.137264025995907
12700,3.1392147819431395
12710,3.14688420386899
12720,3.1420989329828273
12730,3.1420093436838012
12740,3.138389693090398
12750,3.1519666831256137
12760,3.138825727463711
12770,3.14175569460175
12780,3.1378214113272285
12790,3.1391113584790538
12800,3.134962238198115
12810,3.144798949971658
12820,3.131369057676319
12830,3.1419288336973445
12840,3.1438391707434157
12850,3.143231797802501
12860,3.140900082825069
12870,3.1397126806896902
12880,3.144958779551721
12890,3.146641144462741
12900,3.1464620858120225
12910,3.131377506663393
12920,3.1399752353845334
12930,3.146424593232994
12940,3.13291592850797
12950,3.1401822013847713
12960,3.1351711449847093
12970,3.143655857296957
12980,3.1538244785321288
12990,3.1409163584164927
13000,3.1318355007215
13010,3.1374210735245205
13020,3.1490403067651433
13030,3.1354270817071983
13040,3.13117267761925
13050,3.139230989314861
13060,3.1544089827827375
13070,3.1428254422275668
13080,3.146215626019483
13090,3.142286734984128
13100,3.1425099104276994
13110,3.14635173489192
13120,3.126960301945899
13130,3.137736350693838
13140,3.148846161500563
13150,3.149310500255027
13160,3.1459991890272345
13170,3.1484191343166232
13180,3.1457790539416886
13190,3.1429402114258767
13200,3.1432908552181424
13210,3.1344597254541524
13220,3.1422130161929656
13230,3.144762722217964
13240,3.147721396972565
13250,3.14999840331626
13260,3.1378730978880474
13270,3.1427227717180157
13280,3.144525340423671
13290,3.1420786312024656
13300,3.141213647504031
13310,3.139350431026579
13320,3.1405320297186403
13330,3.1413286893208103
13340,3.140716228868367
13350,3.132873831443165
13360,3.140007835873013
13370,3.142293319179301
13380,3.137251224858093
13390,3.147384305929198
13400,3.147155370764804
13410,3.137303688606111
13420,3.1482131369055306
13430,3.1432086999879267
13440,3.137499924429885
13450,3.1336714991932557
13460,3.1402210011689813
13470,3.144422852301249
13480,3.1392692947618444
13490,3.1425839264446553
13500,3.140740575756501
13510,3.148230318563227
13520,3.1535746749856504
13530,3.1385907025464475
13540,3.135622147671712
13550,3.136983386969846
13560,3.1341814065181928
13570,3.138872880096819
13580,3.138404761479781
13590,3.141819174898441
13600,3.1390003888687685
13610,3.147285996096979
13620,3.143036954783631
13630,3.139142073693356
13640,3.1433504876457956
13650,3.1330453828419773
13660,3.142688562112077
13670,3.141846933778627
13680,3.142730652029817
13690,3.148574530029958
13700,3.138078756376109
13710,3.131460722599358
13720,3.144889903302359
13730,3.139027689101895
13740,3.1322635475345932
13750,3.154227706054905
13760,3.13736549577323
13770,3.139363196527511
13780,3.1392529985799413
13790,3.1407658934205505
13800,3.140930158930699
13810,3.149884188708361
13820,3.1345166422306647
13830,3.133380824008631
13840,3.1529208224671437
13850,3.140258706745714
13860,3.144357772088121
13870,3.1478803154483828
13880,3.146320139573665
13890,3.139308157622425
13900,3.1371199404263366
13910,3.1366939260292255
13920,3.141806339617749
13930,3.1319449110034046
13940,3.153197130448239
13950,3.1356663897303867
13960,3.144305314454658
13970,3.1356091745229677
13980,3.1390251834077776
13990,3.1495415474478885
14000,3.141041791962178
14010,3.141006644215474
14020,3.131392910876407
14030,3.13233534410434
14040,3.1379219167139296
14050,3.144865597089948
14060,3.1324012998981097
14070,3.1381663047470307
14080,3.1359164590718684
14090,3.133889046695499
14100,3.1334466435674875
14110,3.1384829755696106
14120,3.144114599482245
14130,3.1505286486317843
14140,3.1405526765562084
14150,3.1380837257336105
14160,3.146276717590385
14170,3.142691822428423
14180,3.137481279788881
14190,3.1420577946222448
14200,3.145993436671461
14210,3.1461003515583985
14220,3.129121338417174
14230,3.1454177339041354
14240,3.14302237684029
14250,3.146795064901163
14260,3.135815259300947
14270,3.1416584365164586
14280,3.1380021360226293
14290,3.143055298296389
14300,3.141037583682923
14310,3.147572942937473
14320,3.1486119138160307
14330,3.1444271503125396
14340,3.1311873752294153
14350,3.145890089339029
14360,3.1423864983644263
14370,3.147338792878326
14380,3.1472111088128645
14390,3.1522407494795686
14400,3.13684808046208
14410,3.1413114054791422
14420,3.1441013970562235
14430,3.1436654042938725
14440,3.145385837687506
14450,3.1315493817107996
14460,3.14502782559383
14470,3.137417642631346
14480,3.1433940201891932
14490,3.1329583928515046
14500,3.140327537199908
14510,3.1362663393274555
14520,3.1417640328185565
14530,3.140341167040731
14540,3.1482747411187186
14550,3.1457144218945507
14560,3.1444573476954703
14570,3.1444092404355977
14580,3.1433606997069297
14590,3.1386676502816147
14600,3.131689716079935
14610,3.13907782002047
14620,3.142500274628106
14630,3.142495740578613
14640,3.136253342849208
14650,3.1405111921013864
14660,3.1480450511593117
14670,3.1443494053123793
14680,3.1452262020287924
14690,3.1493782159795844
14700,3.14090759316264
14710,3.1381075204549007
14720,3.1344739491879006
14730,3.154190493981188
14740,3.153725639495836
14750,3.147555185477047
14760,3.1478881881514567
14770,3.138770703788349
14780,3.154421101191674
14790,3.148523469860857
14800,3.1440941292883258
14810,3.1457739553823374
14820,3.140500491054458
14830,3.1390074893668762
14840,3.1453792616722827
14850,3.1449774707884806
14860,3.1348409274603037
14870,3.135510768679424
14880,3.136989725493738
14890,3.1334660350083126
14900,3.142195632568362
14910,3.1357707184267887
14920,3.144820894269207
14930,3.1338837320524653
14940,3.1414791057585925
14950,3.1319600851300837
14960,3.13718488215741
14970,3.134798675101523
14980,3.1396224821130816
14990,3.13453414606472
15000,3.1352745269530895
15010,3.1482666427817962
15020,3.1337757979290344
15030,3.1466913451137004
15040,3.1311006804696233
15050,3.147520098077231
15060,3.142238180485522
15070,3.143666941003224
15080,3.1368529289119267
15090,3.140075919065084
15100,3.147428409192031
15110,3.143528163810357
15120,3.148068936605967
15130,3.142434558816088
15140,3.137494504974607
15150,3.1337197462705983
15160,3.145876005885057
15170,3.142226543428527
15180,3.1421816263552076
15190,3.1379723080139414
15200,3.147206947939552
15210,3.138293359490258
15220,3.1446758050898893
15230,3.142975616405476
15240,3.1406352196817715
15250,3.1348768089612022
15260,3.1491216805459015
15270,3.1437099071236796
15280,3.1362676846873194
15290,3.145640389235846
15300,3.145925938568988
15310,3.143309088008115
15320,3.129738195484107
15330,3.1416134752678793
15340,3.1377443102553824
15350,3.1424946889755914
15360,3.143631106232349
15370,3.147481237162719
15380,3.1442545261256716
15390,3.13385468598899
15400,3.1402373442919895
15410,3.1381728762055014
15420,3.1446121998968857
15430,3.137785006265516
15440,3.131175546473607
15450,3.1485788597217077
15460,3.1484017282807377
15470,3.1345000930919467
15480,3.137368684843723
15490,3.140065841314536
15500,3.1444673318202807
15510,3.1427706546891367
15520,3.1392485603089963
15530,3.1354502377976847
15540,3.154697351509204
15550,3.143185827736282
15560,3.145228143447581
15570,3.138627359011919
15580,3.1353478538174624
15590,3.133762158164782
15600,3.139269074323205
15610,3.144258512981456
15620,3.13689643779277
15630,3.1295742198443457
15640,3.1406875536604755
15650,3.150291604089322
15660,3.145792295260263
15670,3.145449693560499
15680,3.148151621418397
15690,3.148956729071371
15700,3.141344326647546
15710,3.137816849634786
15720,3.13467885174721
15730,3.1393273767917624
15740,3.143746475642705
15750,3.1419703729141424
15760,3.137181033437173
15770,3.142697863461924
15780,3.143772785221016
15790,3.1396521957274515
15800,3.1318066741431894
15810,3.1423125980661366
15820,3.1402794988784493
15830,3.140415120863287
15840,3.1430722838897807
15850,3.1374886792029426
15860,3.14178477493205
15870,3.1359705535136015
15880,3.144815765468243
15890,3.153485471101607
15900,3.1348209301767946
15910,3.1494869095629117
15920,3.1400017925090937
15930,3.1428419888059334
15940,3.1397672085146064
15950,3.13670468509714
15960,3.1402014930030067
15970,3.1511594684625406
15980,3.142369703272628
15990,3.141465221461832
16000,3.149512159882648
16010,3.1492355607882776
16020,3.1423937908212696
16030,3.1389220958895305
16040,3.1416904829841488
16050,3.1407087028893104
16060,3.1378225519882816
16070,3.1406451568034575
16080,3.1406813976592782
16090,3.146059963315126
16100,3.146110952363202
16110,3.144280747026032
16120,3.1446344212348216
16130,3.143294525062133
16140,3.1424357126954443
16150,3.143499534454934
16160,3.1370717991305637
16170,3.144455553308902
16180,3.14925815848568
16190,3.1483237319901116
16200,3.1445204222685215
16210,3.1466021610486927
16220,3.1401951906724266
16230,3.142190931901156
16240,3.1492699011477074
16250,3.141354507654105
16260,3.1354061073005446
16270,3.14202155946759
16280,3.136146348438756
16290,3.1434489286635623
16300,3.1387409603573073
16310,3.1429512353737725
16320,3.1460718060810517
16330,3.1396717115647417
16340,3.1381153901296117
16350,3.137447407951371
16360,3.145024708698498
16370,3.143315497233515
16380,3.1359967463184493
16390,3.145295545075663
16400,3.138828866520965
16410,3.136956593873684
16420,3.1444238287366186
16430,3.123937805915671
16440,3.1367593802049485
16450,3.1510473080280796
16460,3.1388076431422136
16470,3.142803073353356
16480,3.139641885879539
16490,3.1458369767465006
16500,3.1439829570569984
16510,3.1422923490619925
16520,3.1344027760169593
16530,3.1406958727311562
16540,3.141004207852161
16550,3.139738942369588
16560,3.1361845442231377
16570,3.148858256500579
16580,3.1406204584853
16590,3.1445277657656905
16600,3.136878040808054
16610,3.143682258750238
16620,3.1379339545788714
16630,3.15137418691824
16640,3.1500796480396445
16650,3.139748652152771
16660,3.1454284871565297
16670,3.143126256043103
16680,3.148427804235682
16690,3.1433471383079215
16700,3.130868023985251
16710,3.140964410992332
16720,3.1518994327503793
16730,3.143432754349611
16740,3.1420361309656997
16750,3.1472167535345243
16760,3.1441975502111945
16770,3.135025593905142
16780,3.148358632945358
16790,3.1310097357862303
16800,3.146106861556086
16810,3.1403017401954982
16820,3.139937702788491
16830,3.1424430697299313
16840,3.1350407808710212
16850,3.1360431299657154
16860,3.1368102583690365
16870,3.1396571580454413
16880,3.147518180373631
16890,3.153709459014583
16900,3.1342329841159344
16910,3.137382119701898
16920,3.1463850327318665
16930,3.138641606484324
16940,3.14309473369561
16950,3.143107337084697
16960,3.1406402088830485
16970,3.1513501817959444
16980,3.1395929714931885
16990,3.147989618765931
17000,3.1359055733587695
17010,3.136369091613697
17020,3.137621117461269
17030,3.1429365453753793
17040,3.1434021126906346
17050,3.142713376771006
17060,3.144339154961302
17070,3.1357174706703765
17080,3.140049842857563
17090,3.1351468661581077
17100,3.1459674143700194
17110,3.143878784301816
17120,3.1428144741044575
17130,3.147262570007886
17140,3.1436146763516146
17150,3.1484118039927247
17160,3.143609587655452
17170,3.133763087524357
17180,3.139430663036264
17190,3.1487574012549215
17200,3.142457798869913
17210,3.1389227558338866
17220,3.1454483264365987
17230,3.1422461057457847
17240,3.1476411917986598
17250,3.141239119303954
17260,3.1317529533743085
17270,3.1359650223083038
17280,3.1363110307260125
17290,3.143656593878371
17300,3.1458656932743674
17310,3.14893406408873
17320,3.1509622664405845
17330,3.139222794156584
17340,3.139408196483864
17350,3.1436033018980467
17360,3.1361859403395527
17370,3.136121607407686
17380,3.142393765576006
17390,3.1429991886845228
17400,3.1506316812572672
17410,3.1486496771091823
17420,3.1459301103572512
17430,3.1444797229090193
17440,3.134201132813768
17450,3.139388699266185
17460,3.14569006536679
17470,3.1507276479939885
17480,3.147259563634651
17490,3.1494676398337362
17500,3.1401979374830447
17510,3.1372895848318794
17520,3.1403525446597538
17530,3.14514521396167
17540,3.1428059618232163
17550,3.1468112259516103
17560,3.152278216364464
17570,3.142489388567892
17580,3.1467282960115783
17590,3.1427133230908044
17600,3.1430204997475344
17610,3.1430850789161617
17620,3.1428035131258647
17630,3.145956689134963
17640,3.1493313894659605
17650,3.137571856931843
17660,3.1373188688251368
17670,3.150034114420196
17680,3.135294071082809
17690,3.138750086292783
17700,3.1461983381282224
17710,3.147545196579478
17720,3.1400016071764525
17730,3.137802904801072
17740,3.1338697850883928
17750,3.1334652045260887
17760,3.1444226143414524
17770,3.144361473970404
17780,3.1375740004667922
17790,3.1417402902562483
17800,3.1412497854459582
17810,3.139070983547173
17820,3.1419977946796673
17830,3.143427932397979
17840,3.141415315175776
17850,3.1374472246748897
17860,3.1403223475736
17870,3.1430806228565547
17880,3.136129479095114
17890,3.13902015560289
17900,3.1461890099886802
17910,3.140108161541384
17920,3.142922987607747
17930,3.1441171775464807
17940,3.145185728150528
17950,3.1444220810775234
17960,3.139202390645054
17970,3.138585676651715
17980,3.1330901913365503
17990,3.1410030094713264
18000,3.1403837218839246
18010,3.140477211328446
18020,3.14422360873303
18030,3.1469430014230513
18040,3.1411949669045565
18050,3.1422138881665007
18060,3.1370614368886423
18070,3.147441884884625
18080,3.1409232366662603
18090,3.1461026859566785
18100,3.1440235850075497
18110,3.1414765861831646
18120,3.1420472746468593
18130,3.143168033983215
18140,3.144879831814448
18150,3.14287726227294
18160,3.1398054135956213
18170,3.1386102057657617
18180,3.143823274858702
18190,3.1463863834901837
18200,3.1417458474804802
18210,3.142947068482178
18220,3.141591234675628
18230,3.140200120791902
18240,3.145058454952725
18250,3.142234938549309
18260,3.1413916713639303
18270,3.139275325196675
18280,3.1425296404966
18290,3.142306939765241
18300,3.146222152687451
18310,3.1328130432658012
18320,3.137339946176361
18330,3.145196441269919
18340,3.1365981215760868
18350,3.1384401076171824
18360,3.14802199109951
18370,3.143204350699349
18380,3.1402648128727573
18390,3.1367526289321614
18400,3.1402117212183462
18410,3.1403318321109035
18420,3.1418451346722063
18430,3.1333962570379437
18440,3.139908887378857
18450,3.148464964060104
18460,3.140539150141902
18470,3.1321555520007283
18480,3.1320656280671577
18490,3.144830160680538
18500,3.139533759740183
18510,3.147023833730956
18520,3.1411499309613973
18530,3.145630207518211
18540,3.1420761635123236
18550,3.1458460364923218
18560,3.1435433574947353
18570,3.1401228080936727
18580,3.14617810931523
18590,3.1402262893998105
18600,3.149764195882901
18610,3.142930484146333
18620,3.140497325732782
18630,3.1424204811794914
18640,3.1438098011800792
18650,3.1391412079136005
18660,3.140545258381451
18670,3.141328754915181
18680,3.133611425442114
18690,3.144860479296437
18700,3.146053719281628
18710,3.136408441735159
18720,3.1413694649493973
18730,3.135516787250533
18740,3.127909026495905
18750,3.1460597287651457
18760,3.1455300565726154
18770,3.1436523514317325
18780,3.145978967797956
18790,3.143184442756464
18800,3.1349398868172655
18810,3.1384132175124395
18820,3.1335320090915935
18830,3.1407921490551653
18840,3.142129243511868
18850,3.1349258206182014
18860,3.1409410427656654
18870,3.141354183858053
18880,3.1347158060587694
18890,3.1421353470609317
18900,3.1421953697903096
18910,3.1427262632014714
18920,3.1435157010025767
18930,3.144040280281011
18940,3.1409558954410923
18950,3.146470405986705
18960,3.1335382158576905
18970,3.136386176309494
18980,3.1409200864899405
18990,3.141571828444966
19000,3.141946353016433
19010,3.1452277213526134
19020,3.1426466908052535
19030,3.1398636822992096
19040,3.139592759357252
19050,3.14150298909966
19060,3.1500705826414994
19070,3.142689562087221
19080,3.1445569559493416
19090,3.1467062649937017
19100,3.1318729221030797
19110,3.139637131123524
19120,3.1354398668465713
19130,3.145800900439248
19140,3.1454093820902043
19150,3.1420857672526528
19160,3.135515005124986
19170,3.148984334537233
19180,3.1373986557910762
19190,3.1461563536291806
19200,3.1438584919912707
19210,3.1399482627181214
19220,3.152064913296458
19230,3.1380074681804513
19240,3.1423365406082504
19250,3.13853724124249
19260,3.1341502213240697
19270,3.1381714905887534
19280,3.1456023511002127
19290,3.1412400887577716
19300,3.1567246334668697
19310,3.1424460219986616
19320,3.1498568252609163
19330,3.147659484918176
19340,3.141979287706258
19350,3.137657627628056
19360,3.1378927556219325
19370,3.1391117709164162
19380,3.139228914563137
19390,3.13957643033722
19400,3.139298399164017
19410,3.1433398813085103
19420,3.1371396741358666
19430,3.1363186997619232
19440,3.138928755007478
19450,3.1516455180270415
19460,3.145492346697207
19470,3.1385838014868326
19480,3.137162313218744
19490,3.1374046427712847
19500,3.137240110277865
19510,3.136581495451481
19520,3.1384429336314787
19530,3.148552547636863
19540,3.1473157695794747
19550,3.1425371135503797
19560,3.144371658802533
19570,3.135125433315625
19580,3.1377938756255586
19590,3.1377372434901516
19600,3.1429700003556222
19610,3.1483193789483304
19620,3.1353659575829407
19630,3.131443842296841
19640,3.1345023571951627
19650,3.146014604988724
19660,3.141900966329197
19670,3.144858250006451
19680,3.144094685156357
19690,3.1466665405030034
19700,3.13453731889828
19710,3.142984376555093
19720,3.136902876029673
19730,3.1456255596948384
19740,3.1492506772858295
19750,3.138183924918197
19760,3.1505155664989566
19770,3.149736400744172
19780,3.1355710556649257
19790,3.1508730015649844
19800,3.151187893706852
19810,3.1412825463040632
19820,3.137937368814917
19830,3.1370057539996647
19840,3.1469666924992956
19850,3.1423533982190825
19860,3.133304630177086
19870,3.14712720924302
19880,3.141645938407413
19890,3.1371089851991476
19900,3.1431641418850713
19910,3.1406103448749314
19920,3.1316509572061064
19930,3.1446561255369305
19940,3.1445107708934046
19950,3.140006571611835
19960,3.1462446693567983
19970,3.140715505364873
19980,3.1406351406295703
19990,3.1420090474515057
20000,3.1387156629664203
20010,3.1437963936262485
20020,3.135266912726735
20030,3.141411453928718
20040,3.145096609519709
20050,3.1432998066876086
20060,3.143881213092409
20070,3.146847858805093
20080,3.1386568268753456
20090,3.1360738045162626
20100,3.143414846134318
20110,3.1460177127439723
20120,3.136623399228755
20130,3.1449359627638405
20140,3.1494415320986437
20150,3.1435936346828237
20160,3.136136160496988
20170,3.1344364547810213
20180,3.1355045913541852
20190,3.1480860988479766
20200,3.140698582616779
20210,3.14831639709999
20220,3.142326380471768
20230,3.134388653837792
20240,3.1403580146723713
20250,3.140570301092489
20260,3.14305020850656
20270,3.1392135435446735
20280,3.14399915635321
20290,3.1424268516383895
20300,3.149936328204186
20310,3.152602684730722
20320,3.1429734193985133
20330,3.143277688536686
20340,3.1332042181044923
20350,3.145847827988374
20360,3.138492478552698
20370,3.1441796848730634
20380,3.1452245123816303
20390,3.1469003066845356
20400,3.134425307033922
20410,3.136407617964598
20420,3.1472686045923948
20430,3.143143874692407
20440,3.1390172018066425
20450,3.1443187650740843
20460,3.132544455894016
20470,3.1379530144868806
20480,3.1384526452793686
20490,3.1351931254844345
20500,3.1531803507958034
20510,3.139636913220929
20520,3.1425606183549304
20530,3.1470154084868494
20540,3.1434661094824388
20550,3.1462752117450328
20560,3.135905463890782
20570,3.141027189894595
20580,3.137674940060056
20590,3.1350794560852355
20600,3.135296635845869
20610,3.131040874140054
20620,3.1427822983616696
20630,3.137204269869005
20640,3.147464109427709
20650,3.141245946407242
20660,3.1425673497082425
20670,3.141919811917924
20680,3.1540164286404804
20690,3.140856402728346
20700,3.137735751074988
20710,3.139451141131307
20720,3.1397366711189987
20730,3.1314121465715115
20740,3.1402832125675193
20750,3.137523541384509
20760,3.1481807719235317
20770,3.1418885981799773
20780,3.1417748666788685
20790,3.136150328640582
20800,3.151555321826865
20810,3.13938502609707
20820,3.14083287954386
20830,3.1368686598972824
20840,3.1500104283829624
20850,3.1431519825857976
20860,3.136524841306116
20870,3.144102863794163
20880,3.1473993216250924
20890,3.149972870999014
20900,3.137594689837278
20910,3.1432608589861726
20920,3.141277055609988
20930,3.1382964090349614
20940,3.140326417012013
20950,3.1424543965936635
20960,3.1477348480888723
20970,3.1445439655277814
20980,3.1442003932426195
20990,3.140560150386511
21000,3.1415837275071734
21010,3.1454775195298277
21020,3.1351679811084243
21030,3.135286439512794
21040,3.1334488469842077
21050,3.13813197490791
21060,3.142969256805744
21070,3.146367390873371
21080,3.137781299464561
21090,3.142674763737323
21100,3.141098017897286
21110,3.136482693481732
21120,3.137416752678682
21130,3.1405621064574003
21140,3.1412978726948144
21150,3.144839841017607
21160,3.140949490177107
21170,3.1411532649973273
21180,3.13339001704995
21190,3.1400915303185255
21200,3.139566134740909
21210,3.1392422874855344
21220,3.1495665374093123
21230,3.1450805619625695
21240,3.132200007248293
21250,3.136977931265409
21260,3.1403723136166017
21270,3.1417512769595444
21280,3.1497484017049078
21290,3.1334965959238326
21300,3.138816476860764
21310,3.140455298484044
21320,3.1438285358184963
21330,3.1396643861644953
21340,3.1478037889794046
21350,3.1426287419079237
21360,3.140872385997308
21370,3.1436199982939015
21380,3.142105462120031
21390,3.1355931926445537
21400,3.136240188179261
21410,3.138995628568943
21420,3.141417605789368
21430,3.143467710782722
21440,3.1460507038936814
21450,3.1456733188279586
21460,3.1457294404280165
21470,3.138939674930494
21480,3.142647332395401
21490,3.139014471238046
21500,3.1379821089469324
21510,3.1441554676644103
21520,3.1390146964361443
21530,3.1490130405985233
21540,3.15092732684026
21550,3.1421627402195016
21560,3.136241712994205
21570,3.1399952419525676
21580,3.150286671403702
21590,3.142063710604327
21600,3.1473789300243147
21610,3.137965271143219
21620,3.1450700962249556
21630,3.1448336303745705
21640,3.1466137512208507
21650,3.142611486999811
21660,3.1369945477086465
21670,3.1504539009915375
21680,3.1422004018519583
21690,3.140639371314808
21700,3.141189566544646
21710,3.146341067493537
21720,3.1445090785261165
21730,3.1385560039574174
21740,3.1458099681521623
21750,3.1438539749541823
21760,3.1470515762117
21770,3.140850267181117
21780,3.1427929867405293
21790,3.1434622952785247
21800,3.145214431344985
21810,3.1439646189593304
21820,3.1365175284641884
21830,3.1412531222529
21840,3.1436813696464
21850,3.141166532787309
21860,3.1388283030903317
21870,3.1466935956657593
21880,3.137938895527673
21890,3.14311724604233
21900,3.1452080050657223
21910,3.146976009825467
21920,3.143485349133454
21930,3.13920621861558
21940,3.140938495107465
21950,3.143565149005713
21960,3.1387668681498897
21970,3.13476678346524
21980,3.1436211250400334
21990,3.1461593822158536
22000,3.143658040230463
22010,3.1361025973169365
22020,3.1391514488455448
22030,3.147439861197022
22040,3.13595598081136
22050,3.138540704925074
22060,3.1477443989441016
22070,3.140916803794445
22080,3.1388070178577503
22090,3.137236991440181
22100,3.134453947491447
22110,3.143701013507996
22120,3.145322766406546
22130,3.149862026375626
22140,3.1431373494743307
22150,3.1449900851387507
22160,3.1413274043456356
22170,3.1371208119907483
22180,3.143039681575581
22190,3.1540410814612483
22200,3.1337055849670667
22210,3.1422874702628096
22220,3.145220593349454
22230,3.137930396577258
22240,3.13713044332329
22250,3.1449269595542075
22260,3.1499868076741206
22270,3.144623923353999
22280,3.1468093853915944
22290,3.1407838551129625
22300,3.1547318063366245
22310,3.139814541092072
22320,3.131605840664564
22330,3.151330930974186
22340,3.1379724005362872
22350,3.142412111895996
22360,3.140002256823968
22370,3.142849801224566
22380,3.1383268324652294
22390,3.138811753542582
22400,3.141982924207417
22410,3.1302420837109177
22420,3.138575392602502
22430,3.138524339778137
22440,3.1376054948624787
22450,3.1287600160925346
22460,3.1493540309582606
22470,3.1416674722172337
22480,3.142227760663018
22490,3.1365235662041044
22500,3.1316491404739786
22510,3.1466713528323487
22520,3.1382616026167764
22530,3.1446397198257334
22540,3.1476708596916967
22550,3.140550056087416
22560,3.144043642636815
22570,3.143155501256364
22580,3.1442793570093923
22590,3.1463209665519516
22600,3.1455834829022007
22610,3.147272315267425
22620,3.136646137422023
22630,3.135873968631232
22640,3.139940835925393
22650,3.140842856006814
22660,3.14212673942979
22670,3.1361939498529083
22680,3.1430127951182194
22690,3.142080277656513
22700,3.141947930237894
22710,3.134410192246428
22720,3.144171379966384
22730,3.1390182926468118
22740,3.134265938573726
22750,3.1446211345593444
22760,3.142694718609111
22770,3.146356301128336
22780,3.1412632952742072
22790,3.13581657307408
22800,3.140178145116736
22810,3.1377125680905347
22820,3.138109516978667
22830,3.143741000197437
22840,3.150327726814088
22850,3.146521327902609
22860,3.141664665791515
22870,3.1482414349723524
22880,3.1386070067404583
22890,3.144602966601987
22900,3.137357316220792
22910,3.1389971714650464
22920,3.1419841771412957
22930,3.1455670873265476
22940,3.1397923246438015
22950,3.139357950978744
22960,3.1385074925442336
22970,3.1422844505923853
22980,3.146766688233381
22990,3.148534420017498
23000,3.1382509305506723
23010,3.137005150093499
23020,3.1470025179498435
23030,3.138660645442656
23040,3.1376461929995876
23050,3.1439780690968058
23060,3.1440802991418
23070,3.1375290211057
23080,3.1426130234620553
23090,3.142982944888178
23100,3.140049998347135
23110,3.1424412761384466
23120,3.1276972562563023
23130,3.135208141895035
23140,3.1473479264678943
23150,3.148757661746493
23160,3.1460811993724658
23170,3.1364362135765673
23180,3.139331818567248
23190,3.139045226693991
23200,3.1433073250596544
23210,3.137400613435312
23220,3.131851662657995
23230,3.145916242586084
23240,3.1424026982918645
23250,3.147051158345556
23260,3.1367230173856258
23270,3.139572834182825
23280,3.14324256775572
23290,3.1401636145713345
23300,3.138457183812444
23310,3.1441706376676746
23320,3.140390181892111
23330,3.1412324759121217
23340,3.142055852834599
23350,3.1400224709396607
23360,3.144881101365409
23370,3.1376152759008145
23380,3.1411886122138313
23390,3.1452027177088584
23400,3.141844433615324
23410,3.1371792458442895
23420,3.1363663435232154
23430,3.1439662360110163
23440,3.1493724101378113
23450,3.1467944880379175
23460,3.141655451471743
23470,3.139703897991917
23480,3.1438599787133055
23490,3.1473312709107737
23500,3.14335808282063
23510,3.1400174091799116
23520,3.149780914505086
23530,3.1328964757987627
23540,3.136538553157152
23550,3.1507770569608278
23560,3.1388998634774548
23570,3.142466396578977
23580,3.1363032580523322
23590,3.1404526838279025
23600,3.147443625172269
23610,3.143686761770561
23620,3.1436884733912422
23630,3.141502593800409
23640,3.138870881627475
23650,3.140041152875617
23660,3.140864452663394
23670,3.1424647037726996
23680,3.140405828462818
23690,3.139969439546833
23700,3.142507714791938
23710,3.1413086308998794
23720,3.142196198665113
23730,3.1365545030108715
23740,3.1419475222842546
23750,3.1436065982009525
23760,3.1395732048222205
23770,3.1410350446177526
23780,3.1414925073308506
23790,3.1417684089716498
23800,3.1414875588399145
23810,3.143351444228726
23820,3.145163485648246
23830,3.140231482668652
23840,3.141080040449075
23850,3.1418115787019
23860,3.1314766205265125
23870,3.138365959742545
23880,3.139244974837844
23890,3.142905762383061
23900,3.1441030342773404
23910,3.149576861090466
23920,3.1377859483758086
23930,3.1419391993270738
23940,3.140613682041476
23950,3.137064917999734
23960,3.14032321498833
23970,3.138022628556129
23980,3.14248883563874
23990,3.143933519139554
24000,3.143139772887795
24010,3.136247298866091
24020,3.1461163740953255
24030,3.144272504523688
24040,3.1504941652697656
24050,3.1434890906646844
24060,3.139210847131813
24070,3.14351488928841
24080,3.1432803096209847
24090,3.146788890216425
24100,3.132718696746057
24110,3.1458494227457425
24120,3.1379292247653887
24130,3.1439684728091057
24140,3.1408561592403053
24150,3.140211679387856
24160,3.141103780012893
24170,3.142621705967474
24180,3.131831120281317
24190,3.1449861069943905
24200,3.1400892481625666
24210,3.1511263479721103
24220,3.1448756371129347
24230,3.1408508453620843
24240,3.1424959271912036
24250,3.1428724139113893
24260,3.1419118387066334
24270,3.1380657869795345
24280,3.142600114825887
24290,3.1439026806424444
24300,3.1342044430558627
24310,3.1502582098380545
24320,3.1422492100319155
24330,3.1400684035594493
